stock,enddate,current_ratio,debt_to_equity,roe,totalassets,cash,inventory,netreceivables,longtermdebt,debt_to_assets,cash_to_assets,inventory_to_assets,receivables_to_assets
ACRE,2019-12-31,2.3897287892178523,1.4647686465465275,0.0867642885121933,1784134000,5256000,0,1724911000,624488000,0.3500230363862804,0.0029459670630120833,0.0,0.9668057444115745
ACRS,2016-12-31,22.26514542825004,0.0,-0.2836686530178771,176085000,30171000,0,0,0,0.0,0.17134338529687368,0.0,0.0
ACRS,2017-12-31,15.68884187431437,0.0,-0.3041924514565262,243509000,20202000,0,0,0,0.0,0.08296202604421192,0.0,0.0
ACRS,2018-12-31,6.56495501426377,0.0,-0.6170301779438835,275566000,57019000,0,0,0,0.0,0.20691594754069806,0.0,0.0
ACRS,2019-12-31,3.7358684022824535,0.0,-2.3079585764961665,98297000,35937000,0,0,0,0.0,0.36559610161042555,0.0,0.0
ACRX,2016-12-31,8.738396624472573,-3.492036724751733,8.086378115045905,99993000,80310000,2154000,5833000,18637000,0.18638304681327694,0.8031562209354655,0.021541507905553387,0.05833408338583701
ACRX,2017-12-31,4.642240117130307,-0.3114026678353283,1.4108302062505136,75552000,52902000,956000,1533000,11369000,0.1504791401948327,0.7002064803049556,0.012653536637018212,0.020290660736975857
ACRX,2018-12-31,6.7801356102461074,0.7947331295556078,-11.086056901011052,120533000,87975000,854000,401000,3380000,0.028042112948321207,0.7298831025528278,0.007085196585167547,0.003326889731442841
ACRX,2019-12-31,5.266916464624201,-0.4953643343473852,1.2854314549229804,91356000,14684000,3295000,598000,20517000,0.22458295021673452,0.16073383247953063,0.03606769122991375,0.006545820745216516
ACTG,2016-12-31,6.6861764392891345,0.0,-0.2035739431979487,296003000,127540000,0,26750000,0,0.0,0.4308740114120465,0.0,0.09037070570230707
ACTG,2017-12-31,14.617034634299468,0.0,0.0753650174481228,308768000,136604000,0,153000,0,0.0,0.4424163125712509,0.0,0.0004955176702248938
ACTG,2018-12-31,6.491767359432898,0.0,-0.5545558705971182,223949000,128809000,0,32884000,0,0.0,0.5751711327132517,0.0,0.14683700306766273
ACTG,2019-12-31,14.661971830985916,0.0,-0.0988592057761732,218161000,57359000,0,511000,0,0.0,0.2629205036647247,0.0,0.002342306828443214
ACTT,2019-12-31,54.17041605581113,0.0,0.786427384430708,305392570,1005831,0,0,0,0.0,0.003293567358236646,0.0,0.0
ACU,2016-12-31,5.067298202741583,0.7141285973873657,0.1268637056625724,92066092,5910770,37237861,20020984,32935858,0.35774145816898584,0.06420137828811068,0.4044687918327195,0.21746316765568804
ACU,2017-12-31,4.636702583827381,0.9444003686732064,0.0811502176308927,114729806,9338269,40086871,26012368,47161459,0.4110654471079643,0.08139357439513147,0.34940241248207116,0.22672720286827644
ACU,2018-12-31,5.4615672630417755,0.8355731976499229,0.0878681091150186,109477786,4409042,41332137,25101663,43727560,0.3994194767512014,0.04027339391024952,0.37753902878525514,0.22928544609040596
ACU,2019-12-31,4.410880893535921,0.653768915207062,0.098978725080258,110748853,6821883,39261105,25484865,36418185,0.32883577584320445,0.0615977756446832,0.3545057482446342,0.2301140310681141
ACY,2016-12-31,11.245848328491522,2.9608778311631476,0.0287457470788372,218736100,2194400,0,21514400,125837900,0.5752955273500807,0.010032180330544432,0.0,0.09835779279231914
ACY,2017-12-31,17.408326661329063,3.07385146104753,0.1562110089999936,236409900,8657800,0,27386100,145598200,0.6158718395464826,0.0366219857967031,0.0,0.11584159546617971
ACY,2018-12-31,15.41188435275316,3.175075506383226,-0.1957280462314624,217152200,1542500,0,19218100,131092200,0.603688104472347,0.0071033127916733056,0.0,0.08850060003997197
ACY,2019-12-31,11.371612718418792,4.799876174834255,-0.7162296956824572,149595800,2350200,0,9941800,111638400,0.7462669406494032,0.01571033411365827,0.0,0.06645774814533563
ADAP,2016-12-31,4.935460640675441,0.0,-0.4308302536384538,234515000,158779000,1192000,7727000,0,0.0,0.6770526405560412,0.005082830522567853,0.03294885188580688
ADAP,2017-12-31,3.0974378986462847,0.0,-0.3455346234185946,281147000,84043000,3760000,11660000,0,0.0,0.2989290300092123,0.013373786666761516,0.04147296609958492
ADAP,2018-12-31,9.45676637885174,0.0,-0.3868764809526703,276736000,68379000,1087000,18156000,0,0.0,0.24709109042553193,0.0039279313135985195,0.06560765494912119
ADAP,2019-12-31,3.508604874639643,0.0,-1.1094081107750045,181543000,50412000,1459000,20671000,0,0.0,0.2776862781820285,0.008036663490192407,0.11386283139531682
ADBE,2016-12-02,2.0770028826643574,0.2548474141176201,0.1574152152876124,12697246000,1011315000,0,833033000,1892200000,0.14902444199316922,0.07964837414349536,0.0,0.0656073765917428
ADBE,2017-12-01,2.0546850039561075,0.222518693847387,0.2002340698183388,14535556000,2306072000,0,1217968000,1882479000,0.1295085650662417,0.15865041557405854,0.0,0.08379232277045336
ADC,2016-12-31,2.2196196771566794,0.5899399395002475,0.066060693023787,1141972000,33395000,0,11535000,402916000,0.35282476277877217,0.02924327391564767,0.0,0.010100948184368793
ADC,2017-12-31,2.5346826424870468,0.5720560252943617,0.0639534435834706,1494634000,50807000,0,15477000,519805000,0.3477807944955086,0.033992937401397263,0.0,0.010355043442073443
ADC,2018-12-31,1.8446545028211327,0.5837380417854904,0.0470618692231458,2028189000,53955000,0,21547000,721544000,0.35575777208139875,0.026602550354035054,0.0,0.010623763367220708
ADC,2019-12-31,1.3191647618010958,0.5210595200111761,0.0474039723417139,2664530000,15603000,0,26808000,880242000,0.33035544730215083,0.005855816973349897,0.0,0.010061061425467156
ADCT,2017-12-31,12.905728330169854,0.0,-0.3606511321769423,271949000,262752000,0,1531000,0,0.0,0.9661811589673064,0.0,0.005629732045346738
ADCT,2018-12-31,6.355909456920462,0.0,-0.9750718851738314,150558000,138807000,0,741000,0,0.0,0.9219503447176504,0.0,0.004921691308333001
ADCT,2019-12-31,6.147821290678434,0.0,-1.047932635215373,137682000,115551000,0,1362000,0,0.0,0.8392600339913714,0.0,0.009892360657166515
ADES,2016-12-31,1.6409261524187089,0.0,1.28245257007812,107296000,13208000,16000,10607000,0,0.0,0.12309871756635848,0.00014912019087384433,0.09885736653742917
ADES,2017-12-31,5.363186972957255,0.0,0.3794568102920155,82618000,30693000,74000,4360000,0,0.0,0.37150499891064903,0.0008956885908639764,0.052773003461715366
ADES,2018-12-31,1.468012475748422,0.0,0.521789041458784,159664000,18577000,21791000,13838000,0,0.0,0.11635058623108528,0.1364803587533821,0.08666950596252129
ADES,2019-12-31,1.1967542543179102,0.0,0.3281590514534776,173799000,12080000,15460000,11676000,0,0.0,0.06950557828295904,0.08895333114689959,0.06718105397614486
ADI,2016-10-29,6.354128189604743,0.3353281253085303,0.1668075339678621,7970278000,921132000,376555000,477609000,1732177000,0.21732955864274747,0.11557087469220019,0.04724490162074648,0.05992375673721795
ADI,2017-10-28,1.4729630177181188,0.7431042932468898,0.0792575731631229,21141294000,1047838000,550816000,688953000,7551084000,0.35717227147969277,0.04956356976067785,0.026054034346242004,0.03258802417676042
ADI,2018-11-03,2.0082053876023536,0.556050568268698,0.133737740803234,20438366000,816591000,586760000,639717000,6265674000,0.3065643310233313,0.03995382996859925,0.028708752940425863,0.03129981134499695
ADI,2019-11-02,1.3158450834928597,0.4434339938858271,0.1164052537204117,21392641000,648322000,609886000,635136000,5192252000,0.24271206159164732,0.030305842088407878,0.02850914947808454,0.02968946190421276
ADIL,2016-12-31,0.5545194671769554,0.0,4.060177983051994,151526,87993,0,0,0,0.0,0.5807122210049722,0.0,0.0
ADIL,2017-12-31,0.0264005681625503,0.0,1.1422510884133474,34546,18248,0,0,0,0.0,0.5282232385804282,0.0,0.0
ADIL,2018-12-31,18.19001139649732,0.0,-2.618906444516045,4699285,3869043,0,0,0,0.0,0.8233258889384234,0.0,0.0
ADIL,2019-12-31,14.235141016341682,0.0,-1.2031826239471102,7679637,6777052,0,0,0,0.0,0.8824703563462699,0.0,0.0
ADM,2016-12-31,1.5975859713049418,0.3787340592791009,0.0744773772782856,39769000000,619000000,8831000000,4945000000,6504000000,0.16354446931026678,0.015564887223716966,0.2220573813774548,0.12434308129447559
ADM,2017-12-31,1.585123309466985,0.3616556544531207,0.0870965980451045,39963000000,804000000,9173000000,4069000000,6623000000,0.16572829867627556,0.020118609713985436,0.22953732202287117,0.10181918274403824
ADM,2018-12-31,1.7483016304347827,0.4055634581950371,0.095358516411148,40833000000,1997000000,8813000000,4223000000,7698000000,0.18852398795092204,0.04890652168589131,0.21583033330884333,0.1034212524183871
ADM,2019-12-31,1.554317751565458,0.3994169096209912,0.0717930029154518,43997000000,852000000,9170000000,5652000000,7672000000,0.17437552560401845,0.01936495670159329,0.2084233015887447,0.12846330431620337
ADMA,2016-12-31,1.929734138202371,-2.764396618372445,4.37828222796865,23685085,9914867,5020146,1018027,12321640,0.5202278142552581,0.418612261682827,0.2119538941912178,0.04298177523956532
ADMA,2017-12-31,6.603851111784591,0.9969775683819482,-1.084948767573712,108018833,43107574,12628181,3880154,40210854,0.37225780804352887,0.39907461322045573,0.1169072156148919,0.035921087945839966
ADMA,2018-12-31,4.62643243471252,2.0897369092176916,-3.3253408447501265,88876521,22754852,18616169,1392441,41315014,0.46485858734276964,0.2560277083753087,0.20946104539803037,0.01566714115643658
ADMA,2019-12-31,6.1178382954589114,3.176373180635898,-1.8432039996412803,127090725,26752135,53064734,3469919,83199216,0.654644278722936,0.21049635998220956,0.41753427718663183,0.027302692623714278
ADMP,2016-12-31,0.8210778541304046,0.0,-0.768884570114366,37786412,4090651,942067,805372,0,0.0,0.10825719573480541,0.02493136950922993,0.021313799256727523
ADMP,2017-12-31,2.442261864865151,0.0,-0.6457801462161284,51403158,17323241,1824558,830090,0,0.0,0.33700732939404227,0.03549505654886029,0.016148618728833743
ADMP,2018-12-31,2.2316879441217963,0.0,-0.8354093823335254,58358047,19271642,3279032,1155166,0,0.0,0.33023109906333914,0.056188172301242366,0.01979445953700267
ADMP,2019-12-31,1.3591629645670946,0.0,-0.813235579280147,47840517,8810636,2061097,1877655,0,0.0,0.18416682244466548,0.04308266568273081,0.03924821715450943
ADMS,2016-12-31,12.007287283177666,0.0,-0.4543549473078989,142473000,23735000,0,962000,0,0.0,0.16659296849227573,0.0,0.006752156548960154
ADMS,2017-12-31,10.789125067742518,0.0,-1.3533254695581165,186176000,91316000,0,1374000,0,0.0,0.4904821244413888,0.0,0.007380113441045033
ADMS,2018-12-31,9.407357060471249,0.0,-1.4574066863214108,234814000,56605000,0,6351000,0,0.0,0.24106313933581472,0.0,0.027046939279600023
ADMS,2019-12-31,5.5781505120973724,0.0,117.78947368421052,162158000,65774000,0,7029000,0,0.0,0.4056167441631002,0.0,0.04334661256305578
ADNT,2016-09-30,1.3359154929577466,0.8242337164750958,-0.3702107279693487,12956000000,105000000,660000000,2423000000,3442000000,0.26566841617783266,0.008104353195430689,0.0509416486569929,0.1870175980240815
ADNT,2017-09-30,1.0395101663585953,0.8039261509698528,0.2049544286048142,13170000000,709000000,735000000,2656000000,3440000000,0.2611996962794229,0.05383447228549734,0.05580865603644647,0.20167046317388004
ADNT,2018-09-30,1.0279103053435117,1.4297658862876257,-0.7044314381270903,10942000000,687000000,824000000,2609000000,3420000000,0.31255711935660757,0.06278559678303784,0.07530615975141657,0.2384390422226284
ADNT,2019-09-30,1.0732724902216428,2.0064935064935066,-0.2656926406926407,10342000000,924000000,793000000,2277000000,3708000000,0.35853800038677236,0.08934442080835428,0.07667762521755947,0.22017017984915876
ADP,2016-06-30,1.1019041827301284,0.447987325955016,0.333028382720457,43670000000,3191100000,0,1742800000,2007700000,0.04597435310281658,0.07307304785894207,0.0,0.03990840393863064
ADP,2017-06-30,1.0953451011037736,0.5034950968066382,0.4495348252451596,37180000000,2780400000,0,1703600000,2002400000,0.05385691231845078,0.07478214093598709,0.0,0.045820333512641205
ADP,2018-06-30,1.0463819391241158,0.4228129816930256,0.398002491606664,38849100000,2170000000,0,1984200000,2002400000,0.05154302158865971,0.055857149843883125,0.0,0.05107454226738843
ADPT,2017-12-31,9.772270628005524,0.0,0.1906854364782562,362489000,85305000,4792000,5582000,0,0.0,0.23533127901812192,0.013219711494693632,0.015399087972324678
ADPT,2018-12-31,7.926228070175439,0.0,0.1799490143813538,332688000,55030000,7838000,4807000,0,0.0,0.1654102342134372,0.02355961140768528,0.014448973212138701
ADPT,2019-12-31,7.8236052762632,0.0,-0.1201424070860309,912302000,96576000,9069000,12676000,0,0.0,0.10585968242972174,0.009940787151623037,0.013894521770203288
ADRO,2016-12-31,11.581483416035518,0.0,-0.4011442654695889,438611000,74932000,0,1138000,0,0.0,0.17083930863567034,0.0,0.0025945541721479853
ADRO,2017-12-31,8.457066254438299,0.0,-0.3868355560421606,445128000,157614000,0,18484000,0,0.0,0.35408691432576694,0.0,0.04152513434337988
ADRO,2018-12-31,9.27273323065832,0.0,-0.7047246713127536,357504000,126310000,0,12037000,0,0.0,0.3533107321876119,0.0,0.033669553347654854
ADRO,2019-12-31,10.087588537567704,0.0,-1.2557664456132327,291313000,59624000,0,342000,0,0.0,0.20467332388187276,0.0,0.0011739949813430915
ADS,2016-12-31,2.1224660057424565,6.092932095042817,0.3110601857435773,25514100000,1859200000,271300000,797200000,10103300000,0.39598888457754733,0.07286951136822384,0.010633336076914334,0.031245468192097704
ADS,2017-12-31,2.43484088422837,7.23101385220719,0.425106451786773,30684800000,4190000000,234100000,822300000,13415700000,0.4372099541140891,0.13654969235582437,0.00762918448221921,0.026798284492647824
ADS,2018-12-31,2.1518373389063044,4.511213069765447,0.4129754298700742,30387700000,3817400000,248000000,404000000,10520600000,0.34621244779960314,0.12562319622742096,0.00816119680002106,0.013294852851647212
ADS,2019-12-31,2.031056266846361,4.4082981804445005,0.1750299061890071,26494800000,3874400000,218000000,451100000,7001700000,0.2642669504959464,0.1462324682579223,0.008228029651101348,0.017025982456934947
ADSK,2017-01-31,1.1259266038253866,1.4885496183206106,-0.7934841875681571,4798100000,1213100000,0,452300000,1092000000,0.22759008774306497,0.2528292449094433,0.0,0.0942664804818574
ADSK,2018-01-31,0.8844668425018839,-6.1953125,2.214453125,4113600000,1078000000,0,438200000,1586000000,0.3855503695060288,0.2620575651497472,0.0,0.10652469856087125
ADSK,2019-01-31,0.7039805318964019,-9.89900426742532,0.3831199620673305,4729200000,886000000,0,474300000,2087700000,0.4414488708449632,0.18734669711579124,0.0,0.10029180411063182
ADSK,2020-01-31,0.8260748011928429,-11.754852624011502,-1.5420560747663552,6179300000,1774700000,0,652300000,1635100000,0.26460925994853784,0.28720081562636546,0.0,0.10556211868658262
ADSW,2016-12-31,0.6614294516327788,2.274864376130199,-0.0366485834840265,3369900000,1200000,7800000,184900000,1887000000,0.5599572687616843,0.00035609365263064184,0.002314608742099172,0.0548680969761714
ADSW,2017-12-31,0.6634119880661785,2.058218403798327,0.0432964051548722,3493300000,6800000,8800000,206700000,1820700000,0.521197721352303,0.0019465834597658374,0.0025191080067557894,0.05917041193141156
ADSW,2018-12-31,0.653416149068323,1.917608337904553,0.010312671420735,3528300000,6800000,9300000,217800000,1747900000,0.49539438256384094,0.0019272737579004054,0.0026358302865402603,0.061729444775104156
ADSW,2019-12-31,0.6295767950546838,1.9178037686809617,-0.0071474983755685,3543500000,12500000,9300000,213600000,1770900000,0.49976012417101734,0.003527585720333004,0.002624523775927755,0.06027938478905037
ADT,2016-12-31,0.4555287206802269,2.646617481949952,-0.1410224400889782,17176481000,75891000,108889000,135218000,10070316000,0.5862851651627595,0.004418308965614086,0.006339424239458594,0.007872276050024449
ADT,2017-12-31,0.5086582791447049,3.134884326523574,0.0998007055988852,17014820000,122899000,106924000,148822000,10762409000,0.632531463747486,0.0072230561357687,0.006284168742308176,0.008746610307955064
ADT,2018-12-31,0.8434819109324536,2.3480944090910705,-0.144185352933449,17208608000,363177000,115315000,245714000,9920241000,0.5764696947016283,0.021104379854547214,0.006701006844946436,0.014278551757353064
ADT,2019-12-31,0.5586026249231957,3.032084221395196,-0.1331975031788087,16083652000,48736000,138402000,287243000,9655275000,0.6003160849289702,0.0030301575786394782,0.008605135201880767,0.017859314538762713
ADTN,2016-12-31,2.7889674793535386,0.0,0.0734676768498301,667235000,79895000,105117000,108084000,0,0.0,0.11974042129084955,0.15754119613029893,0.1619879053107226
ADTN,2017-12-31,3.8674567956711416,0.0,0.0478800428188973,669094000,86433000,122542000,170728000,0,0.0,0.12917915868323435,0.18314616481391255,0.2551629516928862
ADTN,2018-12-31,3.01182950597407,0.0,-0.0433406008349037,628027000,105504000,99848000,136084000,0,0.0,0.16799277738059032,0.15898679515371156,0.21668495144317043
ADTN,2019-12-31,2.841869915092582,0.0,-0.1392701865803073,545118000,73773000,98305000,107097000,0,0.0,0.13533400107866553,0.18033710132485076,0.19646571934883825
ADUS,2016-12-31,2.640266021765417,0.1425057998757622,0.0770781303482461,229864000,8013000,0,116999000,22482000,0.09780565899836426,0.03485974315247277,0.0,0.5089922736922702
ADUS,2017-12-31,2.826385358413828,0.2203971436512032,0.0775967193960603,271691000,53754000,0,93533000,38858000,0.1430227721934109,0.19784976315004912,0.0,0.34426241575907923
ADUS,2018-12-31,3.0161290322580645,0.0622103341523519,0.0635241513720679,355388000,70406000,0,108000000,17141000,0.048231791731853636,0.19811023444798362,0.0,0.3038932096750594
ADVM,2016-12-31,22.764147130153596,0.000343228200371,-0.5275834879406308,234583000,222170000,0,0,74000,0.000315453378974606,0.9470848271187596,0.0,0.0
ADVM,2017-12-31,18.150740116170137,0.0024833177559936,-0.3051003108222662,201905000,70519000,0,0,457000,0.0022634407270746143,0.34926822020257053,0.0,0.0
ADVM,2018-12-31,19.475137606119972,0.0009941988497119,-0.361028399290142,213495000,154949000,0,0,200000,0.0009367900887608609,0.7257734373170331,0.0,0.0
ADVM,2019-12-31,9.061727122835944,0.0005715690141006,-0.3685819944329178,222727000,65897000,0,0,100000,0.0004489801416083367,0.2958644439156456,0.0,0.0
ADXS,2016-10-31,5.7703368706762905,0.0,-0.6165538749438254,169044060,112750980,0,0,0,0.0,0.6669916706922444,0.0,0.0
ADXS,2017-10-31,3.893932131901841,0.0,-1.7219867305565797,93642000,23900000,0,0,0,0.0,0.2552273552465774,0.0,0.0
ADXS,2018-10-31,2.206409583770549,0.0,-2.7655814727038375,62267000,44141000,0,0,0,0.0,0.7088987746318275,0.0,0.0
ADXS,2019-10-31,7.995797389957974,0.0,-0.420227163491943,45257000,32363000,0,0,0,0.0,0.7150937976445633,0.0,0.0
AE,2016-12-31,2.236656830169389,0.0,0.0166080680977054,246872000,87342000,13070000,89897000,0,0.0,0.3537946790239476,0.052942415502770665,0.36414417187854436
AE,2017-12-31,1.8957468479451844,0.0,-0.003276259354672,282704000,109393000,12192000,122670000,0,0.0,0.386952430811025,0.04312637953477842,0.43391674684475634
AE,2018-12-31,1.8625422862566623,0.0,0.0200889507360264,278870000,117066000,22779000,88026000,0,0.0,0.41978699752572884,0.08168322157277584,0.31565245454871443
AE,2019-12-31,1.5498724753567243,0.0,0.0541212468923312,330842000,112994000,26407000,97103000,0,0.0,0.34153462982329935,0.07981755641665811,0.29350263872180676
AEE,2016-12-31,0.5957367240089754,0.9284809235534282,0.0919329860622272,24699000000,9000000,527000000,795000000,6595000000,0.2670148589011701,0.0003643872221547431,0.021336896230616624,0.032187537957002306
AEE,2017-12-31,0.5482993197278911,0.9874721603563474,0.0728006681514476,25945000000,10000000,522000000,838000000,7094000000,0.2734245519367894,0.0003854307188282906,0.02011948352283677,0.03229909423781075
AEE,2018-12-31,0.5705247487904727,1.0298781286856244,0.1068012056087013,27215000000,16000000,483000000,837000000,7859000000,0.28877457284585706,0.0005879110784493846,0.017747565680690795,0.03075509829138343
AEE,2019-12-31,0.5712574850299401,1.106216652190098,0.1027422757165901,28933000000,16000000,494000000,734000000,8915000000,0.30812566965057203,0.0005530017626931186,0.017073929423150037,0.025368955863546816
AEF,2016-12-31,1.4525991146803416,0.0,0.1625526831473541,67798099,521594,0,68989,0,0.0,0.0076933425522742165,0.0,0.0010175654040093366
AEF,2017-12-31,1.0479206583639364,0.0,0.2905399551578131,94930392,504942,0,2635557,0,0.0,0.005319076318572455,0.0,0.02776304768656175
AEF,2018-12-31,0.029486336083416,0.0,-0.2200603094523694,503278642,153936,0,1496557,0,0.0,0.0003058663474934428,0.0,0.002973615160883382
AEF,2019-12-31,0.0321054534908043,0.0,0.1786826461878378,483908946,293497,0,1018890,0,0.0,0.0006065128624425141,0.0,0.0021055407394762237
AEGN,2016-12-31,2.308042896604958,0.6170360598065083,0.0518082673702726,1193582000,129500000,63953000,282060000,350785000,0.29389266929293506,0.10849694449145514,0.05358073429391529,0.23631388543057788
AEGN,2017-12-31,2.2434938129122495,0.6438898847942118,-0.1404179295330665,1107099000,105717000,63969000,309943000,318240000,0.287453967531359,0.0954901052209423,0.057780740475784007,0.2799596061418175
AEGN,2018-12-31,2.193794673343956,0.6134975158675446,0.0063275683595649,992417000,83527000,56437000,300580000,283888000,0.28605717153172505,0.08416522490041989,0.05686823180175269,0.3028767141231962
AEGN,2019-12-31,1.9236586751893896,0.5810000490930641,-0.0488405854698556,995513000,64874000,57193000,276799000,248528000,0.24964817134482423,0.06516640164417742,0.057450781657296286,0.27804659507208845
AEHR,2016-05-31,1.8692307692307693,0.0,9.65149359886202,10046000,939000,7033000,522000,0,0.0,0.09347003782600039,0.7000796336850487,0.05196097949432609
AEHR,2017-05-31,3.726281075596144,0.0,-0.3362279188723012,30892000,17803000,6604000,4010000,0,0.0,0.5762980706979153,0.21377702965168977,0.12980706979153178
AEHR,2018-05-31,2.6422676713311803,0.0,0.0273504273504273,30955000,16848000,9049000,2856000,0,0.0,0.5442739460507188,0.29232757228234535,0.09226296236472299
AEHR,2019-05-31,3.6346153846153846,0.0,-0.3383531540847983,21307000,5428000,9061000,4859000,0,0.0,0.25475195944994605,0.42525930445393534,0.22804712066457034
AEIS,2016-12-31,4.611809018790901,0.0,0.3250763886409198,571529000,281953000,55770000,77149000,0,0.0,0.4933310470684777,0.09758035025344296,0.1349870260301752
AEIS,2017-12-31,5.609033255119253,0.0,0.2647909019842847,733308000,407283000,78450000,88724000,0,0.0,0.5554050958124008,0.10698096843345498,0.12099145243199311
AEIS,2018-12-31,5.153233190401508,0.0,0.2422996423803952,816484000,349301000,97987000,102662000,0,0.0,0.42781120021947766,0.12001092489258822,0.12573669539145899
AEIS,2019-12-31,2.705749035375798,0.0,0.095965208345032,1532406000,346441000,230019000,250809000,0,0.0,0.22607650975002708,0.15010317109173418,0.1636700717694919
AEL,2016-12-31,0.2642735129434087,0.3219246856447147,0.0363253541747123,56053472000,791266000,0,0,737721000,0.01316102238947839,0.014116270977826315,0.0,0.0
AEL,2017-12-31,0.3205059286883815,0.2587390799875235,0.0612755718369198,62030736000,1434045000,0,0,737447000,0.01188841286680848,0.02311829735504025,0.0,0.0
AEL,2018-12-31,0.1195763199181847,0.307437244201057,0.190911512270638,61625564000,344396000,0,0,737573000,0.01196862068475349,0.005588524918003185,0.0,0.0
AEL,2019-12-31,0.3530492258969209,0.1427497367127174,0.0538478016797433,69696552000,2293392000,0,0,652381000,0.009360305227150978,0.032905386768630966,0.0,0.0
AEM,2016-12-31,2.903954468842506,0.2387971527492424,0.0353533487339047,7107951000,539974000,443714000,85565000,1072790000,0.15092816481149068,0.07596760304059497,0.0624250223446954,0.012037927667199732
AEM,2017-12-31,4.3781966982304885,0.2773101871420425,0.0486750430716368,7865601000,632978000,500976000,109191000,1371851000,0.17441146582441697,0.08047420661180245,0.06369201793988788,0.013882092417349926
AEM,2018-12-31,2.967090792891943,0.3783084528128717,-0.0718022282139036,7852843000,301826000,494150000,121154000,1721308000,0.219195519380688,0.038435252048207254,0.0629262548608192,0.015428043066695717
AEM,2019-12-31,1.5388106307323777,0.266869659361199,0.0925686596965204,8789885000,321897000,580068000,89442000,1364108000,0.1551906538026379,0.03662129823086423,0.06599267225907961,0.010175559748506379
AEMD,2017-03-31,2.6109298478478347,0.0,-10.757449595566982,1726368,1559701,0,0,0,0.0,0.9034580112699026,0.0,0.0
AEMD,2018-03-31,15.127406858775998,0.0,-0.925908210575738,7351904,6974070,0,0,0,0.0,0.9486073267550826,0.0,0.0
AEMD,2019-03-31,2.214017762075042,0.0,-2.554408482257911,4122964,3828074,0,0,0,0.0,0.9284762127440354,0.0,0.0
AEO,2017-01-28,1.825151939212164,0.0,0.1763693071961838,1782660000,378613000,358446000,86634000,0,0.0,0.2123865459481898,0.20107367641614218,0.04859816229679243
AEO,2018-02-03,1.9960595275142667,0.0,0.163750781004996,1816313000,413613000,398213000,78304000,0,0.0,0.22772121324903802,0.21924249840198248,0.043111512167781654
AEO,2019-02-02,1.9280616240820423,0.0,0.2034103397524766,1903378000,333330000,424404000,93477000,0,0.0,0.1751254874228871,0.22297410183368727,0.0491111066745544
AEO,2020-02-01,1.3939762369705064,0.0,0.1532688545846345,3328679000,361930000,446278000,119064000,0,0.0,0.10873082084514608,0.13407060278266544,0.03576914445640448
AEP,2016-12-31,0.6352811118130133,0.998930850146577,0.035115249755705,63467700000,210500000,967300000,1916700000,17378400000,0.2738148696108414,0.0033166476806312504,0.015240823284915004,0.030199613346631436
AEP,2017-12-31,0.5141997025860505,1.0619347077158636,0.1045879586591567,64729100000,214600000,953200000,1891000000,19419600000,0.3000134406318024,0.0033153558445892187,0.014725988774755094,0.029214062917605838
AEP,2018-12-31,0.47566136342614,1.137678417523281,0.1011015114250278,68802800000,234100000,921100000,1926500000,21648200000,0.31464126459969655,0.0034024778061357967,0.013387536553744906,0.028000313940711716
AEP,2019-12-31,0.3959375091027371,1.2798769368690213,0.0978545450840965,75892300000,246800000,1169200000,1705100000,25126800000,0.3310849717296748,0.003251976814512144,0.015406042510241486,0.022467364936890832
AER,2016-12-31,1.1002827014165948,3.2514717963523028,0.1227798119924964,41620453000,2035447000,52673000,1144113000,27716999000,0.6659465960161461,0.04890496987142355,0.0012655556632216378,0.02748920104257395
AER,2017-12-31,1.4197575771604682,3.3125524056174394,0.1254297639430703,42040144000,1659669000,38972000,1550643000,28420739000,0.6760380982519946,0.03947819493672524,0.0009270187085943379,0.03688481656961023
AER,2018-12-31,1.0967819037597728,3.329026076885853,0.1150460441538152,43208915000,1204018000,30971000,1402740000,29388802000,0.6801559816996099,0.027865036648108382,0.0007167733788270315,0.032464133848304225
AER,2019-12-31,1.1607382059397602,3.1508564184875043,0.122995884978653,43749244000,1121396000,3157000,1601174000,29349903000,0.6708665182877217,0.025632351498462463,7.216124694634723e-05,0.0365988952860534
AERI,2016-12-31,12.270404212482577,0.0,-0.9403383201701092,248254000,197945000,0,0,0,0.0,0.7973486832034932,0.0,0.0
AERI,2017-12-31,10.091407242693776,0.0,-1.070103761827152,290276000,197569000,0,0,0,0.0,0.6806246468877896,0.0,0.0
AERI,2018-12-31,4.335519061121613,0.0,-1.0209081411376346,285044000,202818000,0,0,0,0.0,0.7115322546694546,0.0,0.0
AERI,2019-12-31,4.4991153404743685,0.0,-1.195453728661276,452608000,143940000,0,0,0,0.0,0.3180235435520362,0.0,0.0
AES,2016-12-31,1.2158423346598446,6.5862562634216175,-0.4044380816034359,36124000000,1244000000,622000000,1557000000,18402000000,0.5094120252463736,0.034436939430849293,0.017218469715424647,0.043101539142952054
AES,2017-12-31,1.0613802256138023,7.2215010141987825,-0.4709939148073022,33112000000,949000000,562000000,1610000000,17801000000,0.5375996617540468,0.028660304421357814,0.016972698719497463,0.04862285576226141
AES,2018-12-31,1.140031825414867,5.497506234413965,0.375,32521000000,1166000000,577000000,1758000000,17636000000,0.5422957473632423,0.035853756034562284,0.017742381845576704,0.05405737830940008
