stock,enddate,current_ratio,debt_to_equity,roe,totalassets,cash,inventory,netreceivables,longtermdebt
ADTN,2018-12-31,3.01182950597407,0,-0.04334060083490373,628027000,105504000,99848000,136084000,0
ADTN,2019-12-31,2.841869915092582,0,-0.13927018658030735,545118000,73773000,98305000,107097000,0
ADUS,2015-12-31,2.22619640190571,0.013279144264284606,0.08201035801476088,185797000,4104000,0,84959000,1882000
ADUS,2016-12-31,2.640266021765417,0.14250579987576223,0.0770781303482461,229864000,8013000,0,116999000,22482000
ADUS,2017-12-31,2.826385358413828,0.22039714365120328,0.07759671939606033,271691000,53754000,0,93533000,38858000
ADUS,2018-12-31,3.0161290322580645,0.062210334152351984,0.06352415137206796,355388000,70406000,0,108000000,17141000
ADVM,2016-12-31,22.764147130153596,0.00034322820037105753,-0.5275834879406308,234583000,222170000,0,0,74000
ADVM,2017-12-31,18.150740116170134,0.002483317755993653,-0.3051003108222662,201905000,70519000,0,0,457000
ADVM,2018-12-31,19.475137606119972,0.000994198849711931,-0.361028399290142,213495000,154949000,0,0,200000
ADVM,2019-12-31,9.061727122835944,0.0005715690141006076,-0.3685819944329178,222727000,65897000,0,0,100000
ADXS,2016-10-31,5.7703368706762905,0,-0.6165538749438254,169044060,112750980,0,0,0
ADXS,2017-10-31,3.8939321319018405,0,-1.7219867305565795,93642000,23900000,0,0,0
ADXS,2018-10-31,2.206409583770549,0,-2.7655814727038375,62267000,44141000,0,0,0
ADXS,2019-10-31,7.995797389957974,0,-0.42022716349194306,45257000,32363000,0,0,0
AE,2016-12-31,2.236656830169389,0,0.016608068097705403,246872000,87342000,13070000,89897000,0
AE,2017-12-31,1.8957468479451844,0,-0.0032762593546720683,282704000,109393000,12192000,122670000,0
AE,2018-12-31,1.8625422862566623,0,0.02008895073602641,278870000,117066000,22779000,88026000,0
AE,2019-12-31,1.5498724753567243,0,0.05412124689233123,330842000,112994000,26407000,97103000,0
AEE,2016-12-31,0.5957367240089754,0.9284809235534282,0.09193298606222723,24699000000,9000000,527000000,795000000,6595000000
AEE,2017-12-31,0.5482993197278911,0.9874721603563474,0.07280066815144766,25945000000,10000000,522000000,838000000,7094000000
AEE,2018-12-31,0.5705247487904727,1.0298781286856244,0.10680120560870135,27215000000,16000000,483000000,837000000,7859000000
AEE,2019-12-31,0.5712574850299401,1.106216652190098,0.10274227571659014,28933000000,16000000,494000000,734000000,8915000000
AEF,2016-12-31,1.4525991146803416,0,0.16255268314735413,67798099,521594,0,68989,0
AEF,2017-12-31,1.0479206583639364,0,0.29053995515781317,94930392,504942,0,2635557,0
AEF,2018-12-31,0.02948633608341609,0,-0.22006030945236946,503278642,153936,0,1496557,0
AEF,2019-12-31,0.03210545349080439,0,0.1786826461878378,483908946,293497,0,1018890,0
AEGN,2016-12-31,2.308042896604958,0.6170360598065083,0.051808267370272644,1193582000,129500000,63953000,282060000,350785000
AEGN,2017-12-31,2.2434938129122495,0.6438898847942118,-0.14041792953306653,1107099000,105717000,63969000,309943000,318240000
AEGN,2018-12-31,2.193794673343956,0.6134975158675446,0.006327568359564936,992417000,83527000,56437000,300580000,283888000
AEGN,2019-12-31,1.9236586751893898,0.5810000490930641,-0.04884058546985569,995513000,64874000,57193000,276799000,248528000
AEHR,2016-05-31,1.8692307692307693,0,9.65149359886202,10046000,939000,7033000,522000,0
AEHR,2017-05-31,3.726281075596144,0,-0.3362279188723012,30892000,17803000,6604000,4010000,0
AEHR,2018-05-31,2.6422676713311803,0,0.02735042735042735,30955000,16848000,9049000,2856000,0
AEHR,2019-05-31,3.6346153846153846,0,-0.3383531540847983,21307000,5428000,9061000,4859000,0
AEIS,2016-12-31,4.611809018790901,0,0.3250763886409198,571529000,281953000,55770000,77149000,0
AEIS,2017-12-31,5.609033255119253,0,0.26479090198428473,733308000,407283000,78450000,88724000,0
AEIS,2018-12-31,5.153233190401508,0,0.2422996423803952,816484000,349301000,97987000,102662000,0
AEIS,2019-12-31,2.705749035375798,0,0.09596520834503203,1532406000,346441000,230019000,250809000,0
AEL,2016-12-31,0.26427351294340873,0.3219246856447147,0.036325354174712374,56053472000,791266000,0,0,737721000
AEL,2017-12-31,0.32050592868838157,0.2587390799875235,0.06127557183691986,62030736000,1434045000,0,0,737447000
AEL,2018-12-31,0.11957631991818478,0.307437244201057,0.19091151227063805,61625564000,344396000,0,0,737573000
AEL,2019-12-31,0.35304922589692095,0.14274973671271743,0.053847801679743325,69696552000,2293392000,0,0,652381000
AEM,2016-12-31,2.903954468842506,0.2387971527492424,0.03535334873390475,7107951000,539974000,443714000,85565000,1072790000
AEM,2017-12-31,4.3781966982304885,0.27731018714204253,0.04867504307163688,7865601000,632978000,500976000,109191000,1371851000
AEM,2018-12-31,2.9670907928919434,0.3783084528128717,-0.07180222821390361,7852843000,301826000,494150000,121154000,1721308000
AEM,2019-12-31,1.5388106307323777,0.26686965936119905,0.09256865969652045,8789885000,321897000,580068000,89442000,1364108000
AEMD,2016-03-31,4.512822557827315,0,-3.137931500850121,2529116,2123737,0,0,0
AEMD,2017-03-31,2.6109298478478347,0,-10.757449595566982,1726368,1559701,0,0,0
AEMD,2018-03-31,15.127406858775998,0,-0.925908210575738,7351904,6974070,0,0,0
AEMD,2019-03-31,2.214017762075042,0,-2.554408482257911,4122964,3828074,0,0,0
AEO,2017-01-28,1.825151939212164,0,0.17636930719618385,1782660000,378613000,358446000,86634000,0
AEO,2018-02-03,1.9960595275142667,0,0.16375078100499602,1816313000,413613000,398213000,78304000,0
AEO,2019-02-02,1.9280616240820425,0,0.2034103397524766,1903378000,333330000,424404000,93477000,0
AEO,2020-02-01,1.3939762369705064,0,0.15326885458463457,3328679000,361930000,446278000,119064000,0
AEP,2016-12-31,0.6352811118130133,0.998930850146577,0.03511524975570501,63467700000,210500000,967300000,1916700000,17378400000
AEP,2017-12-31,0.5141997025860505,1.0619347077158636,0.10458795865915678,64729100000,214600000,953200000,1891000000,19419600000
AEP,2018-12-31,0.47566136342614,1.137678417523281,0.10110151142502785,68802800000,234100000,921100000,1926500000,21648200000
AEP,2019-12-31,0.3959375091027371,1.2798769368690213,0.09785454508409654,75892300000,246800000,1169200000,1705100000,25126800000
AER,2016-12-31,1.1002827014165948,3.2514717963523028,0.12277981199249641,41620453000,2035447000,52673000,1144113000,27716999000
AER,2017-12-31,1.4197575771604682,3.3125524056174394,0.12542976394307034,42040144000,1659669000,38972000,1550643000,28420739000
AER,2018-12-31,1.0967819037597728,3.329026076885853,0.1150460441538152,43208915000,1204018000,30971000,1402740000,29388802000
AER,2019-12-31,1.1607382059397602,3.1508564184875043,0.122995884978653,43749244000,1121396000,3157000,1601174000,29349903000
AERI,2016-12-31,12.270404212482577,0,-0.9403383201701093,248254000,197945000,0,0,0
AERI,2017-12-31,10.091407242693775,0,-1.070103761827152,290276000,197569000,0,0,0
AERI,2018-12-31,4.335519061121613,0,-1.0209081411376346,285044000,202818000,0,0,0
AERI,2019-12-31,4.4991153404743685,0,-1.1954537286612759,452608000,143940000,0,0,0
AES,2016-12-31,1.2158423346598446,6.5862562634216175,-0.4044380816034359,36124000000,1244000000,622000000,1557000000,18402000000
AES,2017-12-31,1.0613802256138023,7.2215010141987825,-0.47099391480730224,33112000000,949000000,562000000,1610000000,17801000000
AES,2018-12-31,1.140031825414867,5.497506234413965,0.375,32521000000,1166000000,577000000,1758000000,17636000000
AES,2019-12-31,1.02649136577708,6.087449933244326,0.10113484646194927,33648000000,1029000000,487000000,1610000000,18238000000
AESE,2016-12-31,0.5985092472469988,0,-0.30683447155742094,38233234,2518509,0,730458,0
AESE,2017-12-31,0.41455862281129324,0,-1.4343134918668161,53354643,5589229,0,555405,0
AESE,2018-12-31,0.31584176015909,0,-1.2745398083433965,65666937,10471296,0,1533235,0
AESE,2019-12-31,0.6326159903694302,0,-0.3785259235094342,71321074,8440573,0,2121326,0
AEY,2016-09-30,6.167286414083505,0,0.007066969471464495,50268159,4508126,21524919,4759692,0
AEY,2017-09-30,3.358294822630464,0,-0.002353004206442281,54847605,3972723,22333820,5814191,0
AEY,2018-09-30,3.367448079625342,0,-0.2120022819077024,44394620,3129280,7462491,2757764,0
AEY,2019-09-30,2.632661293848949,0,-0.1800697873438699,36828344,1242143,7625573,8939298,0
AEYE,2016-12-31,0.35393659526848775,0,-31.17688414405911,4488600,1409418,0,44645,0
AEYE,2017-12-31,0.4925550310165695,0,-8.057124179250298,5034388,1960430,0,105817,0
AEYE,2018-12-31,2.2172395352439747,0,-0.8544610368753448,9104079,5741549,0,172384,0
AEYE,2019-12-31,0.8337279920182324,0,-4.97435322238413,9152243,1972160,0,3118319,0
AEZS,2016-12-31,5.409847764034253,0,-4.017868641339343,31659000,21999000,0,365000,0
AEZS,2017-12-31,1.6261050442017682,0,6.035213798059648,22195000,7780000,0,221000,0
AEZS,2018-12-31,2.9049320943531094,0,2.1955951756685894,25011000,14512000,0,294000,0
AEZS,2019-12-31,1.9279024562643576,0,2.4531059683313035,19981000,7838000,0,658000,0
AFB,2016-10-31,0.2540912588869851,0.3195825218547617,0.08008993935490177,713221972,0,0,9721365,141100000
AFB,2017-10-31,0.27654010967077997,0.32806308881937035,0.017217249953008655,697670271,0,0,9719558,140885417
AFB,2018-10-31,0.28941354570455363,0.35371248878863015,-0.03233861342309196,664579825,0,0,9567277,140929790
AFB,2019-10-31,0.34889468006687346,0.5293051918774353,0.12452027814789855,697490887,0,0,9699053,231749699
AFG,2016-12-31,1.7655492730210016,0.26545972335231893,0.13201790073230268,55072000000,2107000000,0,1905000000,1305000000
AFG,2017-12-31,1.6583442838370566,0.249906191369606,0.08911819887429644,60658000000,2338000000,0,2176000000,1332000000
AFG,2018-12-31,1.3688644095253524,0.49255533199195173,0.10663983903420524,63456000000,1515000000,0,2324000000,2448000000
AFG,2019-12-31,0.9423111430109457,0.36114212793108946,0.143085021534535,70130000000,2314000000,0,2310000000,2264000000
AFH,2015-12-31,0.6341902648032066,0.140355882328967,0.11762212567553249,411292000,22354000,0,82529000,17219000
AFH,2016-12-31,0.6334054900515844,0.15067299084355515,0.02077869045562344,423577000,29888000,0,77386000,19187000
AFH,2017-12-31,0.5768108198171801,0.26511114788460477,-0.42815378675051025,482503000,45615000,0,79664000,24031000
AFH,2018-12-31,0.5835090992831583,4.256009826285313,-14.039656080014037,470338000,34902000,0,88596000,24255000
AFI,2016-12-31,2.4779681762545898,0.03207698476343224,0.014755412991178829,904400000,30600000,279800000,78400000,20000000
AFI,2017-12-31,2.58476821192053,0.15454545454545454,-0.076,890100000,40100000,128100000,56200000,85000000
AFI,2018-12-31,2.1740914419695194,0.18056265984654732,-0.41687979539641945,708200000,173800000,148900000,39600000,70600000
AFI,2019-12-31,1.7734225621414914,0.15728661945583303,-0.21803950801341782,502200000,27100000,114700000,36800000,42200000
AFIN,2016-12-31,13.459036568213783,1.0488289777492572,-0.05508871257612711,2064459000,131215000,0,0,1032956000
AFIN,2017-12-31,4.7059895298706635,0.8053123794277027,-0.02677439231562156,3296650000,107666000,0,0,1398433000
AFIN,2018-12-31,7.399358487963027,0.9496771574871987,-0.023360184838266518,3262547000,91451000,0,0,1520813000
AFIN,2019-12-31,5.290684801518267,0.9767285187926775,0.0024636687574483354,3490188000,81898000,0,0,1644090000
AFT,2016-12-31,1.4283046342298331,0.4993531054321431,0.13244760300448677,447994925,20504763,0,16455681,140481968
AFT,2017-12-31,1.1470536153192692,0.505994766538503,0.05324817670470586,453995509,13086655,0,27034747,140701903
AFT,2018-12-31,0.9301420050844454,0.5538776931372911,-0.015987196891700545,450016647,23310262,0,27276201,140921421
AFT,2019-12-31,1.0891003201730791,0.5337311801000162,0.10639460916659474,439688906,14020233,0,23934013,140801983
AG,2016-12-31,3.635096425401436,0.0507639524465941,0.013834624682926358,857175000,129049000,20254000,16473000,31560000
AG,2017-12-31,3.1385379310344828,0.04126629870297089,-0.09145643235448123,781441000,118141000,18858000,20855000,24037000
AG,2018-12-31,2.860037497634897,0.24930664527316243,-0.34337919818087936,926110000,57013000,32468000,66246000,148231000
AG,2019-12-31,3.3816124587699887,0.23348648163050847,-0.06110934124087867,1027924000,169009000,30517000,33932000,154643000
AGCO,2016-12-31,1.4759196232924612,0.5822556824321891,0.057670833183242676,7168400000,429700000,1514800000,890400000,1616400000
AGCO,2017-12-31,1.368633516939561,0.5356812780565091,0.061526274095590174,7971700000,367700000,1872900000,1019400000,1622900000
AGCO,2018-12-31,1.2785629088806159,0.4348255992362508,0.09734392580722152,7626400000,326100000,1908700000,880300000,1275300000
AGCO,2019-12-31,1.2928063789218236,0.4176186137781204,0.04387132945546289,7759700000,432800000,2078700000,800500000,1191800000
AGD,2016-10-31,1.198231678491592,0,-0.0050593228292459365,127120437,413431,0,1620915,0
AGD,2017-10-31,3.002685483572249,0,0.19677503448367123,146699625,18891,0,773779,0
AGD,2018-10-31,0.9474424904740275,0,0.014305640047369176,141490948,69388,0,5467957,0
AGD,2019-10-31,5.809711619258756,0,0.10003591967514425,140266458,58410,0,1558840,0
AGEN,2016-12-31,2.235239160661131,-3.336412672080582,3.2457518267248595,156985986,71448016,0,11352022,130542424
AGEN,2017-12-31,1.3032601492881026,-1.8780313017386754,1.591904453866189,138402024,60186617,0,1134493,142385024
AGEN,2018-12-31,1.099115512326996,-0.07660595940092887,0.9259278586628167,136401000,53054000,0,938000,13212000
AGEN,2019-12-31,0.7080984215565138,-0.059372725820479595,0.4777196968352296,155335000,61808000,0,16293000,13380000
AGFS,2016-12-31,1.76010116651182,1.1726148383535484,-0.3328708469468439,965844000,77312000,15467000,72981000,392996000
AGFS,2017-12-31,1.888836079425433,0.9883008657212177,0.057578188437261583,983263000,64533000,24109000,85597000,402868000
AGFS,2018-12-31,2.234010358167977,1.098805148320263,-0.0825114667881739,899287000,34852000,24807000,75796000,400309000
AGFS,2019-12-31,2.6587046486399615,1.2193907090015164,-0.18634685781678384,805692000,29288000,22621000,73559000,398064000
AGI,2016-12-31,4.563253012048193,0,-0.010173922928271002,2492200000,252200000,131700000,44900000,0
AGI,2017-12-31,4.003533568904594,0,0.009920930926450843,3320300000,200800000,161200000,41000000,0
AGI,2018-12-31,2.934040940106141,0,-0.027898397571379165,3272200000,206000000,110200000,47500000,0
AGI,2019-12-31,3.0974076983503536,0,0.03565465810855934,3396500000,182800000,126900000,42000000,0
AGIO,2016-12-31,6.331256431422659,0,-0.5534745713082593,619094000,160754000,0,4886000,0
AGIO,2017-12-31,4.68987055118442,0,-0.8379959680748224,614397000,102724000,0,3670000,0
AGIO,2018-12-31,6.564281359956365,0,-0.5032863685881632,858457000,70502000,0,10449000,0
AGIO,2019-12-31,6.585534956828801,0,-0.6423950241051133,890741000,80931000,0,15319000,0
AGLE,2016-12-31,16.752585119798233,0,-0.34459867229933616,67063000,47748000,0,0,0
AGLE,2017-12-31,9.76923076923077,0,-0.5410731668553946,56077000,12817000,0,0,0
AGLE,2018-12-31,7.488133606797539,0,-0.6577089636352851,77739000,22461000,0,0,0
AGLE,2019-12-31,4.05822757230786,0,-1.3024749920940064,83183000,19253000,0,0,0
AGM,2016-12-31,0.5917936426877821,14.511452904943624,0.17629358099328418,15606020000,265229000,0,4630217000,6365681000
AGM,2017-12-31,0.7084653365623831,17.556541984596343,0.16782713896068036,17792274000,302022000,0,5422064000,8837735000
AGM,2018-12-31,0.7847063092073534,18.283389132490445,0.197299004377526,18694328000,425256000,0,5695132000,10015604000
AGM,2019-12-31,0.7728212537901109,18.735387159267265,0.1918823195574722,21709374000,604381000,0,7180635000,10696070000
AGNC,2016-12-31,0.21433144320468264,0.8245014245014245,0.08874643874643874,56880000000,1208000000,0,0,5788000000
AGNC,2017-12-31,0.22081424039478323,0.5903264812575575,0.0932285368802902,70376000000,1046000000,0,0,4882000000
AGNC,2018-12-31,0.2503766820803242,0.3290171938017406,0.013691360645298238,109241000000,921000000,0,0,3100000000
AGNC,2019-12-31,0.11712970408491476,0.2525472351370066,0.06805816599070136,113082000000,831000000,0,0,2553000000
AGO,2016-12-31,0.46618053809404075,0.20079950799507995,0.1354551045510455,14151000000,118000000,0,953000000,1306000000
AGO,2017-12-31,0.6425916091343601,0.18891650826144174,0.10674075157186723,14433000000,144000000,0,1508000000,1292000000
AGO,2018-12-31,0.6339118825100134,0.18810068649885583,0.07948131197559115,13603000000,104000000,0,1416000000,1233000000
AGO,2019-12-31,0.9160170983153131,0.18602199126374455,0.0605512878445549,14326000000,169000000,0,2089000000,1235000000
AGR,2016-12-31,0.8303834808259587,0.29865087199736756,0.04159262915432708,31309000000,91000000,378000000,1147000000,4538000000
AGR,2017-12-31,0.7257546563904945,0.3419115208595874,0.02527027923326922,31671000000,41000000,214000000,1050000000,5155000000
AGR,2018-12-31,0.653462050599201,0.349510063559322,0.03939353813559322,32167000000,36000000,235000000,1148000000,5279000000
AGR,2019-12-31,0.5645386116531921,0.440769180284833,0.0459408019951434,34416000000,178000000,251000000,1092000000,6716000000
AGRO,2016-12-31,1.708870087254156,0.6144268306265296,0.01651783291972116,1496397000,158568000,248642000,157528000,430304000
AGRO,2017-12-31,2.441333106710858,0.9838873389921055,0.019585089333412478,1645089000,269195000,265637000,101665000,663022000
AGRO,2018-12-31,2.378418260475227,0.6751266410689372,-0.023148896803041642,2277372000,273635000,222219000,104420000,718089000
AGRO,2019-12-31,1.7811909989023051,0.7894631927137247,-0.0007811638329240318,2521307000,290276000,229923000,100377000,780202000
AGRX,2016-12-31,4.696262534184139,0,-0.6796330014897491,63866000,48750000,0,0,0
AGRX,2017-12-31,2.5724495515695067,0,-0.7792307904082812,50595000,35952000,0,0,0
AGRX,2018-12-31,3.8133453561767356,0,-0.9804203430157629,22392000,7851000,0,0,0
AGRX,2019-12-31,9.306719367588933,0,-0.40673297628156085,49540000,34479000,0,0,0
AGS,2016-12-31,1.7712313421538648,33.31129778427076,-4.953372291210129,634092000,17977000,10729000,24035000,547238000
AGS,2017-12-31,1.8917657822506861,-23.059173080365134,1.6146769285842133,697242000,19242000,24455000,32776000,644158000
AGS,2018-12-31,3.1776175720398827,3.8369488380312804,-0.15350063326558863,731342000,70726000,27438000,44704000,521073000
AGS,2019-12-31,2.0468163467667684,3.8689454643305625,-0.08784309035460144,762378000,13162000,32875000,61224000,517603000
AGTC,2016-06-30,1.8737555486546225,0,-0.012636337017787862,180797000,28868000,0,954000,0
AGTC,2017-06-30,4.62547947151584,0,0.003529034327879371,147923000,30706000,0,174000,0
AGTC,2018-06-30,7.5806877387981935,0,-0.21475670988687465,118532000,31065000,0,210000,0
AGTC,2019-06-30,9.00951362907536,0,-0.025486284922944007,92216000,26703000,0,13000,0
AGX,2017-01-31,1.6763865603722585,0,0.24115323421298074,644488000,167198000,0,58028000,0
AGX,2018-01-31,2.6466315984764983,0,0.20110029741541813,542669000,122107000,0,40134000,0
AGX,2019-01-31,5.120123960844114,0,0.13188094320877516,476648000,164318000,0,94531000,0
AGX,2020-01-31,2.9281627948956497,0,-0.12583382707097146,487540000,167363000,0,70571000,0
AGYS,2017-03-31,1.5866370287243456,0,-0.10311518531877645,167305000,49255000,2211000,15598000,0
AGYS,2018-03-31,1.4338843902110765,0,-0.07700749785577925,157207000,39943000,1999000,16389000,0
AGYS,2019-03-31,1.3665657701288594,0,-0.13082626065870287,163591000,40771000,2044000,29921000,0
AGYS,2020-03-31,1.3454906875243076,0,-0.47475507615981716,154562000,46653000,3887000,37994000,0
AHC,2016-12-31,3.2781446287646965,0,-0.2196364794467572,192731000,80071000,3386000,29114000,0
AHC,2017-12-31,2.968716476762054,0,0.10400311159786692,162848000,57660000,3171000,26740000,0
AHC,2018-12-31,2.7601301203297224,0,-0.49649592503641876,122560000,55313000,3912000,22057000,0
AHC,2019-12-31,2.371868856617414,0,0.16093666106656043,141045000,48626000,2573000,18441000,0
AHCO,2016-12-31,0,0,0,0,0,0,0,0
AHCO,2017-12-31,0,0,0,0,0,0,0,0
AHCO,2018-12-31,0,0,0,0,0,0,0,0
AHCO,2019-12-31,0,0,0,0,0,0,0,0
AHH,2016-12-31,7.276313866835517,1.4986875963527786,0.12251488632521247,982468000,21942000,0,114141000,523009000
AHH,2017-12-31,5.774374699818968,1.2309110765841111,0.07120202339851957,1043123000,19959000,0,122927000,517331000
AHH,2018-12-31,7.379627052602282,1.5282502358024963,0.051529974335914365,1265382000,21254000,0,175211000,696714000
AHH,2019-12-31,7.239090623691921,1.6304235752507508,0.05488527993058096,1804897000,39232000,0,219451000,958257000
AHPI,2016-06-30,3.5526272490932773,0,-0.12613690935345032,22478261,1703663,8875270,4107017,0
AHPI,2017-06-30,3.8251934793061264,0,-0.12903928512295598,19636649,995704,8511954,3374993,0
AHPI,2018-06-30,3.6029917266817897,0,-0.15661780360564523,17321241,136112,7830541,3760171,0
AHPI,2019-06-30,3.07304301560469,0,-0.17742830489795425,15453896,195454,7333095,3177467,0
AHT,2016-12-31,2.847837023337821,4.705033744040617,-0.058485037256807246,4891544000,347091000,4530000,57977000,3723559000
AHT,2017-12-31,3.0367291534037997,5.846041431404739,-0.10597936970364115,4669850000,354805000,4244000,61644000,3696300000
AHT,2018-12-31,2.7550946543503234,8.683588973672398,-0.2807348821371636,4685954000,319210000,4224000,58820000,3927266000
AHT,2019-12-31,2.9428898317204557,15.292243870468019,-0.4231648643012482,4691348000,262636000,4346000,67734000,4106518000
AI,2016-12-31,1.103681681999655,0.2052768433696661,-0.11523272568162246,4116951000,54794000,0,11646000,73656000
AI,2017-12-31,1.1239963157580284,0.19482659957965132,0.04597728429441284,4160529000,21614000,0,21679000,73880000
AI,2018-12-31,1.091667422395536,0.27837820577838385,-0.34484351932201096,4099450000,26713000,0,22481000,74104000
AI,2019-12-31,1.0968779868767111,0.2562734024286808,0.04738065192356758,4000114000,19636000,0,86428000,74328000
AIG,2016-12-31,0.5554739442732727,0.4051376146788991,-0.011127129750982963,498264000000,1868000000,0,10465000000,30912000000
AIG,2018-12-31,0.6041119940861208,0.6128351164812548,-0.00010645659232447969,491984000000,2873000000,0,11011000000,34540000000
AIKI,2016-12-31,2.357303370786517,0,-1.2177510342233921,11277000,134000,0,0,0
AIKI,2017-12-31,1.6854150504266874,0,-0.8051631758402338,8972000,197000,0,0,0
AIKI,2018-12-31,2.5195143104943627,0,0.14275086791205158,13251000,17000,0,0,0
AIKI,2019-12-31,1.5053333333333334,0,-0.39717052791492596,11282000,91000,0,0,0
AIM,2016-12-31,2.8505133470225874,0,-0.4840624596722158,18873000,2408000,0,0,0
AIM,2017-12-31,1.2947912818618397,0,-0.9489831092726646,14207000,1412000,0,0,0
AIM,2018-12-31,0.7178760393046107,0,-1.8993042133745652,13845000,299000,0,0,0
AIM,2019-12-31,9.26885536823425,0,-0.7859675158710528,20219000,1470000,0,0,0
AIMC,2016-12-31,2.0054829480897083,1.159351751203467,0.08872481895054844,869824000,69118000,139840000,120926000,328500000
AIMC,2017-12-31,2.5135656738623924,0.7455237519063284,0.1295673107220731,920657000,51994000,145611000,142133000,295753000
AIMC,2018-12-31,2.0884010679323644,0.9235472351477113,0.01909966453846986,4337200000,169000000,231200000,270000000,1706900000
AIMC,2019-12-31,1.9643803355902267,0.8232325859647297,0.06617073297612236,4283700000,167300000,222500000,248400000,1582500000
AIMT,2016-12-31,21.980786026200875,0,-0.2826290685801407,298789000,124010000,0,0,0
AIMT,2017-12-31,7.109703372307229,0,-0.7385900284019009,206934000,73487000,0,0,0
AIMT,2018-12-31,8.224218667789119,0,-0.704981150504939,339555000,107511000,0,0,0
AIMT,2019-12-31,3.141902714550666,0,-2.388842959317081,204369000,79880000,0,0,0
AIN,2016-12-31,2.5064122114504848,0.8530017358819206,0.10390268027261819,1263433000,181742000,133906000,172492000,432918000
AIN,2017-12-31,3.366252468780376,0.8761478356102835,0.05811312674632482,1361198000,183727000,136519000,204069000,499201000
AIN,2018-12-31,3.1327533200215525,0.8245284172299334,0.13695355134828807,1417992000,197755000,85904000,283237000,499045000
AIN,2019-12-31,3.0502024970525703,0.6147666395203547,0.1894965241747688,1474368000,195540000,95149000,299104000,429527000
AINC,2016-12-31,4.553495415848068,0,-0.06410359311876287,129797000,84091000,0,16012000,0
AINC,2017-12-31,1.920319383259912,0,-0.6079840980619513,114810000,36480000,0,20211000,0
AINC,2018-12-31,2.008288448465199,0,0.15558577693565392,379005000,51529000,0,12262000,0
AINC,2019-12-31,1.0801157087158848,0,-0.3346941733500821,782500000,35349000,0,13994000,0
AINV,2017-03-31,1.040948364675339,0.5725811295339375,0.0123971097255562,2410120000,11280000,0,63787000,848449000
AINV,2018-03-31,0.5029186428310836,0.5569803241834417,0.061370749023684036,2311810000,15333000,0,27012000,789846000
AINV,2019-03-31,1.4148143649540468,0.859868035626267,0.05481069641261379,2497797000,41189000,0,28364000,1128686000
AINV,2020-03-31,1.5344626039392135,1.7520167136086067,-0.11330889423663619,2871058000,43676000,0,25163000,1794617000
AIR,2016-05-31,2.5826010544815468,0.1571956571956572,0.0550935550935551,1456000000,31200000,452000000,248300000,136100000
AIR,2017-05-31,2.6519402985074625,0.16856267775103917,0.061802669000218774,1504100000,10300000,433400000,234500000,154100000
AIR,2018-05-31,2.8283828382838285,0.18925558047634305,0.016661326497917333,1524700000,31100000,460700000,203000000,177200000
AIR,2019-05-31,2.664335664335664,0.15641903079810135,0.008279059498840932,1517200000,21300000,523700000,258100000,141700000
AIRG,2016-12-31,5.499399601263808,0,0.04878012058961456,56063503,45161403,146815,5154996,0
AIRG,2017-12-31,4.736088680710102,0,0.02468362397741706,56297908,15026068,741557,8418132,0
AIRG,2018-12-31,5.736253494874185,0,-0.05723525372671495,52907000,13621000,1351000,7013000,0
AIRG,2019-12-31,6.6742121615623615,0,0.019330327321309286,54726000,13197000,1193000,7656000,0
AIRI,2016-12-31,1.1603731175545067,0.11937000281248744,-0.627707019165093,82800000,1304000,32568000,6073000,2971000
AIRI,2017-12-31,1.2504927856185446,0.19407857705730047,-1.2693346842283013,60755000,630000,31141000,5464000,3448000
AIRI,2018-12-31,1.311683386768711,0.33904876787868343,-0.9470963294847493,47756000,2012000,29051000,6522000,3935000
AIRI,2019-12-31,1.1723683403837901,0.33303938859494414,-0.2676856750930825,51090000,1294000,28646000,7858000,3399000
AIRT,2016-03-31,2.478791887534798,0.0001412478563045097,0.1289462927447856,52154752,5345455,12274104,13615748,4835
AIRT,2017-03-31,2.4105356902429826,0.8017458946738094,-0.1399287854511709,65335189,2763365,19778843,21623482,18412521
AIRT,2018-03-31,1.9780451517338968,1.5472565706357602,0.09065699927911827,97146886,4803238,34231005,19385786,38863760
AIRT,2019-03-31,1.3514433360905906,1.3513931872021765,0.05501163623608652,115142137,12524321,29967037,24262243,32917765
AIT,2016-06-30,2.8493235089305573,0.49335021492105374,0.044955587035427014,1312025000,59861000,338221000,347857000,324583000
AIT,2017-06-30,2.8491798303809808,0.38479260817759264,0.1796832229462091,1387595000,105057000,345145000,390931000,286769000
AIT,2018-06-30,2.446000587213993,1.1589753154437685,0.17378089557440032,2285741000,54150000,422069000,562634000,944522000
AIT,2019-06-30,2.7091888983798733,1.013172298931813,0.1605212288497426,2331697000,108219000,447555000,549822000,908850000
AIV,2016-12-31,0.6511465846719733,2.3295583985408377,0.2578999498472949,6232818000,61244000,0,13042000,3887807000
AIV,2017-12-31,0.4201994443753369,2.4961317015832067,0.20529547298562423,6079040000,76786000,0,17035000,3839410000
AIV,2018-12-31,0.7869666849767649,2.5886787443495027,0.4231573678925369,6190004000,36858000,0,55630000,4075665000
AIV,2019-12-31,1.032226706095708,2.5303077698075254,0.2662416905296889,6828739000,142902000,0,62249000,4505590000
AIZ,2016-12-31,0.9373897565825342,0.26036455918596424,0.13796637466142847,29709100000,1032000000,0,1238500000,1067000000
